Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
Credit Suisse AG (Nassau Branch),BS,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
Credit Suisse AG (St Peter Port Branch),GG,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
Credit Suisse Group AG,CH,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
Credit Suisse Hedging-Griffo Corretora de Valores SA,BR,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
Credit Suisse Investment Bank (Bahamas) Limited,BS,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
Crombie Real Estate Investment Trust,CA,Real Estate Management & Services,0,5.8,4.3,4.7,7.8
Crown Finance US Inc,US,Media & Entertainment,0,6.0,9.7,6.7,3.0
Crusade Global Trust No 1 of 2005,AU,Banks,0,6.8,8.5,4.0,5.2
Crusade Global Trust No 2 of 2005,AU,Banks,0,6.8,8.5,4.0,5.2
Crusade Trust No1A of 2005,AU,Banks,0,6.8,8.5,4.0,5.2
Cuckoo Holdings Co Ltd,KR,Household Durables,1,1.7,3.2,3.1,4.0
Cuckoo Homesys Co Ltd,KR,Household Durables,1,1.7,2.9,5.2,2.5
"CyberAgent,Inc",JP,Media & Entertainment,0,6.3,7.0,6.9,3.8
Cyrela Brazil Realty SA Empreendimentos e Participacoes,BR,Real Estate Development & Diversified Activities,1,2.7,2.7,3.5,3.3
DABUR INDIA LIMITED,IN,Household & Personal Products,0,6.1,4.3,5.7,4.7
DAEJEON SHINSEGAE Inc,KR,Retail - Consumer Discretionary,1,1.7,3.1,2.7,4.3
DAESANG CORPORATION,KR,Food Products,1,2.2,0.7,5.2,3.8
"DAEWOO ENGINEERING & CONSTRUCTION CO,LTD",KR,Construction & Engineering,1,2.5,3.7,2.7,4.1
"DAEWOONG CO,LTD",KR,Pharmaceuticals,1,2.3,1.8,3.9,0.6
"DAH SING BANK, LIMITED",HK,Banks,0,5.9,3.1,5.0,4.2
DAH SING BANKING GROUP LIMITED,HK,Banks,0,5.9,3.1,5.0,4.2
DAH SING FINANCIAL HOLDINGS LIMITED,HK,Banks,0,6.5,3.4,5.2,4.0
"DAI-DAN CO, LTD",JP,Construction & Engineering,0,6.5,4.5,5.8,4.8
DAIBIRU CORPORATION,JP,Real Estate Management & Services,1,1.8,5.8,4.7,3.3
DAIHEN Corporation,JP,Electrical Equipment,0,5.9,6.4,7.6,3.9
DAIKEN CORPORATION,JP,Paper & Forest Products,0,6.3,6.1,6.2,3.4
DAIMLER FINANCE NORTH AMERICA LLC,US,Automobiles,0,6.9,6.8,3.7,4.0
DAIMLER FINANCIAL SERVICES INDIA PRIVATE LIMITED,IN,Automobiles,0,6.9,6.8,3.7,4.0
"DAISHIN SECURITIES CO,LTD",KR,Investment Banking & Brokerage,1,1.6,1.1,0.9,4.9
"DAIWA HOUSE INDUSTRY CO,LTD",JP,Real Estate Development & Diversified Activities,0,6.1,6.5,5.3,4.2
DAIWA INDUSTRIES LTD,JP,Industrial Machinery,1,2.3,3.5,6.7,1.9
DANA CREDIT CORPORATION,US,Auto Components,0,6.0,4.7,3.8,5.2
DANA INCORPORATED,US,Auto Components,0,6.0,4.7,3.8,5.2
DANGOTE CEMENT PLC,NG,Construction Materials,1,1.6,1.1,4.1,2.2
"DANIMER SCIENTIFIC, INC",US,Specialty Chemicals,1,1.6,2.2,0.0,5.0
DAR AL ARKAN REAL ESTATE DEVELOPMENT COMPANY SJSC,SA,Real Estate Development & Diversified Activities,1,1.9,3.2,0.7,3.1
DAR AL-ARKAN INTERNATIONAL SUKUK COMPANY,KY,Real Estate Development & Diversified Activities,1,1.9,3.2,0.7,3.1
DARLING INGREDIENTS INC,US,Food Products,0,6.5,3.5,5.5,6.5
DART INDUSTRIES INC,US,Household Durables,0,5.9,8.6,2.9,4.8
DASSAULT AVIATION SA,FR,Aerospace & Defense,1,2.0,3.7,2.7,3.3
DATAGROUP SE,DE,Software & Services,1,1.7,5.8,2.8,2.7
"DAWONSYS CO, LTD",KR,Construction & Farm Machinery & Heavy Trucks,1,1.5,3.6,4.6,2.3
"DB HiTek CO, LTD",KR,Semiconductors & Semiconductor Equipment,1,1.8,3.6,4.4,5.5
"DCM Holdings Co, Ltd",JP,Retail - Consumer Discretionary,0,5.9,3.2,5.8,4.0
DE GREY MINING LTD,AU,Metals and Mining - Precious Metals,1,1.6,1.0,2.5,6.0
DE LA RUE PLC,GB,Commercial Services & Supplies,0,5.9,6.0,6.3,5.8
"DE PACIFIC 12100, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
"DE PARK AVENUE 10960, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
DEERE & COMPANY,US,Construction & Farm Machinery & Heavy Trucks,0,6.2,4.8,4.4,5.2
DELEGAT GROUP LIMITED,NZ,Beverages,0,6.0,4.7,5.1,6.5
"DELEK LOGISTICS PARTNERS, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,2.8,2.1,4.2,5.2
DELL INC,US,"Technology Hardware, Storage & Peripherals",0,6.7,5.4,4.9,4.5
DELL INTERNATIONAL LLC,US,"Technology Hardware, Storage & Peripherals",0,6.7,5.4,4.9,4.5
DELL TECHNOLOGIES INC,US,"Technology Hardware, Storage & Peripherals",0,6.7,5.4,4.9,4.5
DELMARVA POWER & LIGHT COMPANY,US,Utilities,0,7.0,7.4,5.6,5.5
"DELPHI FINANCIAL GROUP, INC",US,Property & Casualty Insurance,0,7.0,5.2,4.9,5.6
DELTA 2 ENERGIA SA,BR,Utilities,0,6.8,8.3,6.5,4.5
"DELTA AIR LINES, INC",US,Airlines,0,5.8,4.2,5.3,4.5
DEMIRE Deutsche Mittelstand Real Estate AG,DE,Real Estate Management & Services,1,2.6,2.3,5.9,5.1
DENSO CORPORATION,JP,Auto Components,0,6.0,6.0,6.2,2.6
DENTSPLY SIRONA INC,US,Health Care Equipment & Supplies,0,6.1,8.8,6.6,4.5
"DERMIRA, INC",US,Pharmaceuticals,0,5.9,5.3,4.8,4.7
DETERRA ROYALTIES LIMITED,AU,Metals and Mining - Non-Precious Metals,0,6.7,3.4,4.0,6.1
DETSKIY MIR PAO,RU,Retail - Consumer Discretionary,1,2.85,2.8,4.6,3.5
DEUTSCHE BANK AG,IT,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK AG (Taipei Branch),TW,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK AG LONDON,GB,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK AKTIENGESELLSCHAFT,SG,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK AKTIENGESELLSCHAFT - SUCURSAL EM PORTUGAL,PT,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK CAPITAL FINANCE TRUST I,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK CAPITAL FUNDING TRUST VI,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK CAPITAL TRUST II,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK CONTINGENT CAPITAL TRUST IV,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK LUXEMBOURG SA,LU,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK SPA,IT,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK TRUST CO AMERICAS,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE BANK TRUST CORPORATION,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
"DEUTSCHE BANK, SOCIEDAD ANONIMA ESPANOLA",ES,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE INVESTMENTS INDIA PRIVATE LIMITED,IN,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE POSTBANK FUNDING TRUST I,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTSCHE POSTBANK FUNDING TRUST III,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
DEUTZ Aktiengesellschaft,DE,Construction & Farm Machinery & Heavy Trucks,0,7.1,4.5,4.5,6.9
DEVRO PLC,GB,Food Products,0,7.0,2.1,5.6,7.4
"DEXCOM, INC",US,Health Care Equipment & Supplies,0,6.8,6.4,5.8,6.1
DEXIA CREDIOP SOCIETA PER AZIONI,IT,Banks,1,2.7,3.5,2.7,5.9
DEXIA CREDIT LOCAL SA,FR,Banks,1,2.7,3.5,2.7,5.9
DFDS AS,DK,Marine Transport,0,6.3,5.0,6.8,5.5
DGL2 Limited,BM,Telecommunication Services,1,2.2,8.0,4.8,2.1
"DHC Software Co, Ltd",CN,Software & Services,1,1.7,5.7,3.6,1.6
DIAMOND S SHIPPING INC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,2.1,1.5,3.5,6.5
"DIAMONDBACK ENERGY, INC",US,Oil & Gas Exploration & Production,1,2.8,2.3,4.4,5.0
DIAMONDBACK O&G LLC,US,Oil & Gas Exploration & Production,1,2.8,2.3,4.4,5.0
DIASORIN SPA,IT,Health Care Equipment & Supplies,0,7.1,10.0,5.9,5.8
DIBENS LEASING SA - ARRENDAMENTO MERCANTIL,BR,Banks,0,6.8,5.2,6.0,2.7
DIC Asset AG,DE,Real Estate Development & Diversified Activities,0,6.1,6.1,5.2,4.4
DIC Corporation,JP,Specialty Chemicals,0,6.3,6.6,1.9,4.1
"DICKS SPORTING GOODS, INC",US,Retail - Consumer Discretionary,0,6.1,3.2,5.3,4.5
DIGICEL GROUP LIMITED,BM,Telecommunication Services,1,2.2,8.0,4.8,2.1
DIGICEL HOLDINGS (BERMUDA) LIMITED,BM,Telecommunication Services,1,2.2,8.0,4.8,2.1
DIGICEL INTERNATIONAL FINANCE LTD,JM,Telecommunication Services,1,2.2,8.0,4.8,2.1
DIGICEL LIMITED,BM,Telecommunication Services,1,2.2,8.0,4.8,2.1
"DIGITAL EURO FINCO, LLC",US,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
"DIGITAL REALTY TRUST, INC",US,Software & Services,0,6.4,6.2,5.2,4.5
"DIGITAL REALTY TRUST, LP",US,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
"DIGITAL STOUT HOLDING, LLC",US,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
"DIGITAL TURBINE, INC",US,Software & Services,1,1.5,4.2,2.8,5.8
DINAMICA DIREITOS CREDITORIOS LTDA,BR,Utilities,0,5.8,7.3,5.9,4.1
DIODES INCORPORATED,US,Semiconductors & Semiconductor Equipment,1,1.8,4.0,3.3,4.8
DIP Corporation,JP,Interactive Media & Services,0,6.5,8.7,4.6,3.8
"DIRECTPATH, LLC",US,Life & Health Insurance,0,7.0,7.4,4.5,6.0
DISCOUNT MANPIKIM LTD,IL,Banks,0,7.0,3.3,4.6,5.8
DISCOVER BANK,US,Banks,0,7.1,8.0,4.3,6.2
DISCOVER FINANCIAL SERVICES,US,Consumer Finance,0,7.1,8.0,4.3,6.2
DIVERSIFIED HEALTHCARE TRUST,US,Real Estate Management & Services,1,1.8,5.1,4.0,3.4
DKSH Holding AG,CH,Professional Services,0,6.9,9.7,5.9,6.3
DKT Finance ApS,DK,Telecommunication Services,0,5.9,9.0,5.5,4.8
DKT Holdings ApS,DK,Telecommunication Services,0,5.9,9.0,5.5,4.8
"DL E&C CO, LTD",KR,Construction & Engineering,1,2.5,3.7,0.2,4.7
"DL Energy Co, Ltd",KR,Construction & Engineering,1,2.5,3.3,1.4,2.5
"DL Holdings CO,LTD",KR,Construction & Engineering,1,2.5,3.3,1.4,2.5
DNO ASA,NO,Oil & Gas Exploration & Production,0,6.5,4.3,5.5,5.3
"DOCUSIGN, INC",US,Software & Services,0,6.2,4.6,5.7,4.9
"DOLBY LABORATORIES, INC",US,Software & Services,0,5.8,3.9,4.8,4.6
DOLPHIN ENERGY LIMITED - L L C,AE,Integrated Oil & Gas,0,5.8,7.6,6.2,2.3
"DOMA HOLDINGS, INC",US,Property & Casualty Insurance,1,2.7,1.0,3.0,5.3
DOMAIN HOLDINGS AUSTRALIA LIMITED,AU,Interactive Media & Services,0,6.8,6.5,3.5,6.4
"DOMINION ENERGY QUESTAR PIPELINE, LLC",US,Utilities,0,6.5,6.0,6.0,4.9
DOMINOS PIZZA GROUP PLC,GB,Restaurants,0,6.4,3.3,4.1,7.8
DONEGAL GROUP INC,US,Property & Casualty Insurance,1,1.5,1.1,3.3,4.0
DONG SUH COMPANIES INC,KR,Retail - Food & Staples,1,1.9,2.7,7.4,0.0
"DONGWON F & B CO,LTD",KR,Food Products,1,2.4,2.1,5.5,0.4
DONGYUE GROUP LIMITED,CN,Specialty Chemicals,1,1.6,2.4,1.4,4.5
"DONNELLEY FINANCIAL SOLUTIONS, INC",US,Diversified Financials,0,6.9,8.3,2.7,6.9
"DOOSAN HEAVY INDUSTRIES & CONSTRUCTION CO,LTD",KR,Electrical Equipment,1,1.9,7.1,3.1,2.2
"DOOSAN MECATEC CO, LTD",KR,Electrical Equipment,1,1.9,7.1,3.1,2.2
"DOUGLAS EMMETT 1997, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
"DOUGLAS EMMETT 2008, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
DOUGLAS EMMETT 2010 LLC,US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
"DOUGLAS EMMETT 2014, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
"DOUGLAS EMMETT 2015, LLC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
"DOUGLAS EMMETT, INC",US,Real Estate Management & Services,0,6.1,7.6,3.7,4.4
DOVER CORPORATION,US,Industrial Machinery,0,6.9,4.7,4.6,6.4
"DOWA HOLDINGS CO,LTD",JP,Metals and Mining - Non-Precious Metals,0,6.7,4.4,4.8,4.9
DP WORLD CRESCENT LIMITED,KY,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
DP WORLD LIMITED,GB,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
DP WORLD SALAAM,KY,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
DP World Canada Investment Inc,CA,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
DP World Limited,AE,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
"DROPBOX, INC",US,Software & Services,0,6.9,4.6,5.4,5.6
DRY DOCKS WORLD - DUBAI (LLC),AE,Transportation Infrastructure,1,2.4,7.4,4.1,2.9
DSV AS,DK,Air Freight & Logistics,0,6.8,10.0,1.0,6.6
DSV Finance BV,NL,Air Freight & Logistics,0,6.8,10.0,1.0,6.6
DTE ELECTRIC COMPANY,US,Utilities,0,6.5,5.7,5.7,6.8
DUCOMMUN INCORPORATED,US,Aerospace & Defense,0,7.0,2.1,5.9,5.6
DUFRY INTERNATIONAL AG,CH,Retail - Consumer Discretionary,0,6.1,1.0,6.1,4.0
"DUKE ENERGY FLORIDA PROJECT FINANCE, LLC",US,Utilities,0,6.3,6.4,5.7,5.3
"DUKE ENERGY FLORIDA, LLC",US,Utilities,0,6.3,6.4,5.7,5.3
DUKE REALTY CORPORATION,US,Real Estate Management & Services,0,6.3,5.5,4.4,6.5
DUKE REALTY LIMITED PARTNERSHIP,US,Real Estate Management & Services,0,6.3,5.5,4.4,6.5
"DUN & BRADSTREET HOLDINGS, INC",US,Professional Services,1,2.1,6.7,3.6,6.0
DUNDEE PRECIOUS METALS INC,CA,Metals and Mining - Precious Metals,0,7.0,3.8,5.0,6.0
"DUPONT DE NEMOURS, INC",US,Specialty Chemicals,0,6.5,5.5,3.6,6.1
DVB Bank SE,DE,Banks,0,5.9,0.0,4.6,5.7
DWF GROUP PLC,GB,Professional Services,0,5.9,10.0,6.0,4.9
DWR CYMRU (FINANCING) LIMITED,GB,Utilities,0,7.0,5.6,7.1,6.6
DWR CYMRU CYFYNGEDIG,GB,Utilities,0,7.0,5.6,7.1,6.6
DXC CAPITAL FUNDING DESIGNATED ACTIVITY COMPANY,IE,Software & Services,0,6.4,6.1,4.6,5.3
DXC TECHNOLOGY COMPANY,US,Software & Services,0,6.4,6.1,4.6,5.3
"DXP ENTERPRISES, INC",US,Trading Companies & Distributors,1,2.0,3.2,7.9,3.2
"DaShenLin Pharmaceutical Group Co, Ltd",CN,Retail - Food & Staples,1,1.6,3.3,3.1,3.0
"Daan Gene Co, Ltd",CN,Biotechnology,1,2.4,3.4,4.5,3.6
Daetwyler Holding AG,CH,Industrial Machinery,0,6.6,5.0,6.6,5.6
Daicel Corporation,JP,Diversified Chemicals,0,6.9,6.9,3.9,4.5
Daimler Mexico SA de CV,MX,Automobiles,0,6.9,6.8,3.7,4.0
"Daishi Hokuetsu Financial Group, Inc",JP,Banks,1,2.7,2.9,3.4,3.2
"Daishin F&I Co,Ltd",KR,Investment Banking & Brokerage,1,1.6,1.1,0.9,4.9
Daiwa Securities Co Ltd,JP,Investment Banking & Brokerage,0,7.1,5.0,5.3,5.0
Daiwa Securities Group Inc,JP,Investment Banking & Brokerage,0,7.1,5.0,5.3,5.0
"Dana Companies, LLC",US,Multi-Line Insurance & Brokerage,1,2.7,2.5,3.5,5.2
Dana Financing Luxembourg Sa rl,LU,Auto Components,0,6.0,4.7,3.8,5.2
Daqo New Energy Corp,CN,Semiconductors & Semiconductor Equipment,1,1.8,7.1,1.0,4.6
Darling Global Finance BV,NL,Food Products,0,6.5,3.5,5.5,6.5
Data#3 Ltd,AU,Software & Services,0,6.2,4.3,5.4,7.0
Davide Campari-Milano NV,IT,Beverages,0,7.0,3.6,7.4,6.1
"Dawning Information Industry Co, Ltd",CN,"Technology Hardware, Storage & Peripherals",1,2.1,3.9,2.2,5.3
Dedicare AB (publ),SE,Health Care Providers & Services,0,6.7,7.0,5.7,5.1
Delivery Hero SE,DE,Retail - Consumer Discretionary,0,6.3,1.9,5.4,6.0
Dell Bank International Designated Activity Company,IE,"Technology Hardware, Storage & Peripherals",0,6.7,5.4,4.9,4.5
Delos Finance Sa rl,LU,Trading Companies & Distributors,0,7.1,6.1,5.0,6.0
Delta Electronics (Thailand) Public Company Limited,TH,"Electronic Equipment, Instruments & Components",0,6.8,3.9,5.5,4.8
Denka Company Limited,JP,Commodity Chemicals,0,6.8,5.2,3.1,4.9
Dentium Co Ltd,KR,Health Care Equipment & Supplies,1,2.6,6.6,5.0,3.4
Desenio Group AB (publ),SE,Retail - Consumer Discretionary,0,6.3,4.7,4.1,6.2
"Deutsche Bank (China) Co, Ltd",CN,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Bank AG (Hong Kong Branch),HK,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Bank AG (New York Branch),US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Bank Aktiengesellschaft,DE,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Bank Europe GmbH,DE,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
"Deutsche Bank Mexico, SA, Institucion de Banca Multiple",MX,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Bank SA - Banco Alemao,BR,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Deutsche Beteiligungs AG,DE,Asset Management & Custody Banks,0,6.5,8.7,4.5,6.1
Deutsche EuroShop AG,DE,Real Estate Management & Services,0,6.3,6.5,7.2,4.9
Deutsche Hypothekenbank (Actien-Gesellschaft),DE,Banks,0,5.9,2.9,5.3,3.0
Deutsche Kreditbank Aktiengesellschaft,DE,Banks,0,6.5,6.7,4.9,5.4
Deutsche Lufthansa Aktiengesellschaft,DE,Airlines,0,6.4,6.4,4.2,4.6
Deutsche Pfandbriefbank AG,DE,Banks,0,6.7,1.5,7.0,6.2
Deutsche Post AG,DE,Air Freight & Logistics,0,6.5,9.2,4.3,4.1
Deutsche Post Finance BV,NL,Air Freight & Logistics,0,6.5,9.2,4.3,4.1
Development Bank of Japan Inc,JP,Supranationals & Development Banks,0,6.5,4.3,5.3,7.1
Devsisters Corp,KR,Media & Entertainment,1,2.1,6.7,4.7,1.3
Dexerials Corporation,JP,"Electronic Equipment, Instruments & Components",0,6.5,3.1,4.9,5.7
Dexia Credit Local (New York Branch),US,Banks,1,2.7,3.5,2.7,5.9
"Dexia Credito Local Mexico, SA de CV, SOFOM, ENR",MX,Banks,1,2.7,3.5,2.7,5.9
Dexus Industria REIT,AU,Real Estate Management & Services,1,1.6,4.4,2.0,7.8
Digicel Group One Limited,BM,Telecommunication Services,1,2.2,8.0,4.8,2.1
Digital Dutch Finco BV,NL,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
Digital Intrepid Holding BV,NL,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
Distribuidora de Agua de Camacari SA,BR,Commodity Chemicals,1,2.2,4.2,4.6,0.6
Docebo Inc,CA,Software & Services,0,6.4,3.5,4.7,6.1
Dongfang Electric Corporation Limited,CN,Electrical Equipment,1,1.5,6.7,4.0,1.3
Dongkook Pharmaceutical Co Ltd,KR,Pharmaceuticals,1,1.8,2.4,4.0,0.9
Dongwon Farms CoLtd,KR,Food Products,1,2.4,2.1,5.5,0.4
Doosan Corporation,KR,Industrial Conglomerates,0,7.0,3.7,5.8,4.7
"Doosan Fuel Cell Co, Ltd",KR,Electrical Equipment,1,2.2,5.8,3.9,1.9
Dorian LPG Ltd,US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,1.6,1.0,5.6,4.5
Doro AB,SE,"Technology Hardware, Storage & Peripherals",0,5.8,1.2,4.4,7.1
"DoubleUGames Co, Ltd",KR,Media & Entertainment,1,2.1,6.7,2.7,3.9
Douglas Elliman Inc,US,Real Estate Management & Services,1,2.1,1.6,5.0,5.1
Dr Lal PathLabs Ltd,IN,Health Care Providers & Services,0,6.5,8.1,5.7,4.8
Dr Sulaiman Al-Habib Medical Services Group Co,SA,Health Care Providers & Services,0,6.3,6.7,5.7,4.5
Dream Industrial Real Estate Investment Trust,CA,Real Estate Management & Services,1,2.4,4.0,2.1,4.8
Duck Creek Technologies Inc,US,Software & Services,0,6.2,4.2,5.2,5.3
Dufferin Wind Power Inc,CA,Utilities,0,6.3,8.9,6.9,2.8
Dufry AG,CH,Retail - Consumer Discretionary,0,6.1,1.0,6.1,4.0
Dufry One BV,NL,Retail - Consumer Discretionary,0,6.1,1.0,6.1,4.0
"Duke Energy Carolinas, LLC",US,Utilities,0,6.0,5.7,5.7,5.3
Dunfermline Building Society,GB,Banks,0,7.0,4.4,3.8,7.6
Duolingo Inc,US,Diversified Consumer Services,1,2.1,6.7,3.1,4.3
"DyDo GROUP HOLDINGS, INC",JP,Food Products,1,2.7,1.4,4.5,4.6
E-MART EVERYDAY Inc,KR,Retail - Food & Staples,1,1.6,2.0,3.2,3.2
E-MART Inc,KR,Retail - Food & Staples,1,1.6,2.0,3.2,3.2
E-MART24 INC,KR,Retail - Food & Staples,1,1.6,2.0,3.2,3.2
EACOM TIMBER CORPORATION,CA,Paper & Forest Products,0,6.9,4.8,2.9,7.0
"EAGLE BANCORP, INC",US,Banks,1,2.5,0.0,2.4,5.7
EAGLE MATERIALS INC,US,Construction Materials,1,2.7,0.6,4.5,4.2
EAGLEBANK,US,Banks,1,2.5,0.0,2.4,5.7
EAGLEMARK SAVINGS BANK,US,Consumer Finance,0,7.13,7.1,4.8,5.2
EARLS TWELVE LIMITED,KY,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
"EASTERN COMMUNICATIONS CO, LTD",CN,"Technology Hardware, Storage & Peripherals",1,1.8,2.0,3.8,3.5
"EASTGROUP PROPERTIES, INC",US,Real Estate Management & Services,1,1.6,5.4,1.6,4.3
EASTMAN KODAK COMPANY,US,"Technology Hardware, Storage & Peripherals",1,2.7,1.9,4.8,3.4
"EASTMONEY SECURITIES Co, Ltd",CN,Diversified Financials,1,2.4,6.5,3.1,4.5
EASYJET PLC,GB,Airlines,0,6.7,5.6,4.3,6.2
EBAY INC,US,Retail - Consumer Discretionary,0,6.8,10.0,3.7,6.4
"EBIX, INC",US,Software & Services,1,1.7,4.2,3.0,2.6
ECLIPX GROUP LIMITED,AU,Consumer Finance,0,7.1,7.0,4.3,7.6
"ECOPRO CO,LTD",KR,Commodity Chemicals,1,2.2,3.6,0.8,3.6
"ECOPRO INNOVATIONCO,LTD",KR,Commodity Chemicals,1,2.2,3.6,0.8,3.6
ECORODOVIAS CONCESSOES E SERVICOS SA,BR,Transportation Infrastructure,0,6.9,8.3,7.3,5.4
ECORODOVIAS INFRAESTRUTURA E LOGISTICA SA,BR,Transportation Infrastructure,0,6.9,8.3,7.3,5.4
ECOVE Environment Corp,TW,Commercial Services & Supplies,1,2.7,3.6,5.0,4.7
"ECS FEDERAL, LLC",US,Professional Services,0,6.9,8.0,5.7,7.0
EDF ENERGY (UK) LIMITED,GB,Utilities,0,7.0,7.7,7.3,4.1
EDF ENERGY LIMITED,GB,Utilities,0,7.0,7.7,7.3,4.1
EDF ENERGY NUCLEAR GENERATION GROUP LIMITED,GB,Utilities,0,7.0,7.7,7.3,4.1
"EDF LONDON CAPITAL, LP",US,Utilities,0,7.0,7.7,7.3,4.1
EDGEVERVE SYSTEMS LIMITED,IN,Software & Services,0,6.2,5.7,4.1,6.3
EDION Corporation,JP,Retail - Consumer Discretionary,0,6.1,2.7,6.5,4.6
EDISON SPA,IT,Utilities,0,7.0,7.7,7.3,4.1
EDISTON PROPERTY INVESTMENT COMPANY PLC,GB,Real Estate Management & Services,1,2.1,5.1,1.1,5.9
"EDP RENOVAVEIS, SA",ES,Utilities,0,7.0,9.3,4.5,4.9
EF HOLDCO INC,US,Asset Management & Custody Banks,1,2.5,8.0,1.3,6.0
EICHER MOTORS LIMITED,IN,Automobiles,0,6.9,6.2,6.1,3.3
EIH LIMITED,IN,Hotels & Travel,1,2.0,2.8,4.6,2.5
EIKA BOLIGKREDITT AS,NO,Banks,0,6.7,5.0,4.1,6.8
EIRCOM HOLDINGS (IRELAND) LIMITED,IE,Telecommunication Services,1,2.2,7.8,4.2,3.0
EIRLES THREE DESIGNATED ACTIVITY COMPANY,IE,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
EKOVEST BERHAD,MY,Construction & Engineering,1,2.1,3.7,3.8,3.0
EL PASO ENERGY CAPITAL TRUST I,US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
EL PASO LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.0,4.6,5.4,5.6
EL PASO NATURAL GAS CO LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
"EL PASO TENNESSEE PIPELINE CO, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
ELBIT SYSTEMS LTD,IL,Aerospace & Defense,0,7.0,3.6,6.2,5.0
"ELBIT SYSTEMS OF AMERICA, LLC",US,Aerospace & Defense,0,7.0,3.6,6.2,5.0
"ELDORADO ACQUISITION THREE, LLC",US,Telecommunication Services,0,6.6,10.0,5.7,4.4
"ELECOM CO, LTD",JP,"Technology Hardware, Storage & Peripherals",1,1.5,2.0,3.3,4.0
ELECTRICITE DE FRANCE SA,FR,Utilities,0,7.0,7.7,7.3,4.1
ELECTRO SOLAIRE PRIVATE LIMITED,IN,Utilities,0,6.9,7.3,5.7,4.0
