Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
Pharmagest Interactive SA,FR,Health Care Equipment & Supplies,1,2.6,7.0,3.7,4.7
Pharming Group NV,NL,Biotechnology,0,6.6,4.7,4.3,7.0
Picton Property Income Limited,GB,Real Estate Management & Services,0,6.1,6.4,2.0,6.9
"Piedmont Natural Gas Company, Inc",US,Utilities,0,6.7,5.1,7.9,5.3
Pigeon Corporation,JP,Household & Personal Products,1,2.7,3.7,2.5,4.3
"Pingyang Lide Haitu Reclamation Development Co, Ltd",CN,Real Estate Development & Diversified Activities,1,2.0,2.9,2.9,3.1
Pioneer Reward Limited,HK,Investment Banking & Brokerage,0,6.6,6.5,2.9,5.2
Platzer Fastigheter Holding AB (publ),SE,Real Estate Management & Services,0,6.3,7.2,5.8,4.8
Pliant Therapeutics Inc,US,Pharmaceuticals,0,5.9,3.0,4.5,4.7
Pointsbet Holdings Ltd,AU,Casinos & Gaming,0,7.0,5.1,5.1,6.7
Pola Orbis Holdings Inc,JP,Household & Personal Products,1,2.4,2.5,2.3,5.4
Polar Capital Holdings PLC,GB,Asset Management & Custody Banks,0,6.4,6.7,3.4,7.4
Pop Mart International Group Ltd,CN,Retail - Consumer Discretionary,0,5.9,0.7,4.7,5.8
"Porch Group, Inc",US,Interactive Media & Services,1,2.7,6.2,1.9,4.8
Porsche Automobil Holding SE,DE,Automobiles,1,1.43,5.6,3.8,1.2
Pou Sheng International (Holdings) Ltd,HK,Retail - Consumer Discretionary,1,2.2,1.3,3.3,4.5
Power Assets Holdings Limited,HK,Utilities,0,6.0,7.1,4.8,3.9
Powercell Sweden AB (publ),SE,Electrical Equipment,0,7.0,6.4,5.5,6.3
Powerchina Roadbridge Group (British Virgin Islands) Limited,VG,Multi-Line Insurance & Brokerage,0,6.4,7.7,6.1,4.6
"Precigen, Inc",US,Biotechnology,1,2.4,6.0,3.6,3.8
Prelude Therapeutics Inc,US,Biotechnology,0,6.6,6.4,4.5,6.2
Premier Miton Group PLC,GB,Asset Management & Custody Banks,1,2.4,9.0,2.9,6.2
Prime Incorporacoes e Construcoes SA,BR,Real Estate Development & Diversified Activities,0,5.9,4.5,6.1,4.6
Profilgruppen AB,SE,Metals and Mining - Non-Precious Metals,0,6.3,3.2,6.0,5.1
Prologis Euro Finance LLC,US,Real Estate Management & Services,0,6.6,7.1,6.2,5.1
Prologis Yen Finance LLC,US,Real Estate Management & Services,0,6.6,7.1,6.2,5.1
"Promotora y Operadora de Infraestructura, SAB de CV",MX,Transportation Infrastructure,1,1.9,4.5,3.3,3.0
Protagonist Therapeutics Inc,US,Biotechnology,1,2.1,2.5,3.2,5.3
Prothena Corporation PLC,IE,Biotechnology,0,5.9,7.6,4.1,6.1
"Proto Labs, Inc",US,Industrial Machinery,0,6.0,3.1,4.7,7.0
Pulmonx Corp,US,Health Care Equipment & Supplies,0,6.6,6.3,6.9,4.9
Purecycle Technologies Inc,US,Commercial Services & Supplies,1,1.8,4.8,2.7,3.0
Puregold Price Club Inc,PH,Retail - Food & Staples,1,2.2,1.5,4.0,2.8
QATAR INTERNATIONAL ISLAMIC BANK (QPSC),QA,Banks,1,1.7,2.6,3.7,2.2
QIB SUKUK LTD,KY,Banks,1,1.7,1.7,4.9,0.0
QNB FINANS FAKTORING ANONIM SIRKETI,TR,Banks,0,6.8,3.6,6.0,3.1
QNB FINANS VARLIK KIRALAMA ANONIM SIRKETI,TR,Banks,0,6.8,3.6,6.0,3.1
QNB FINANS YATIRIM MENKUL DEGERLER ANONIM SIRKETI,TR,Banks,0,6.8,3.6,6.0,3.1
QNB FINANSBANK ANONIM SIRKETI,TR,Banks,0,6.8,3.6,6.0,3.1
"QORVO, INC",US,Semiconductors & Semiconductor Equipment,0,6.1,5.6,4.0,6.5
QUIDEL CORPORATION,US,Health Care Equipment & Supplies,0,5.8,6.0,4.5,6.5
QUOTIENT TECHNOLOGY INC,US,Media & Entertainment,0,6.9,8.0,4.9,6.2
"QURATE RETAIL, INC",US,Retail - Consumer Discretionary,1,2.4,3.9,6.2,3.0
"QVC, INC",US,Retail - Consumer Discretionary,1,2.4,3.9,6.2,3.0
"QWEST CAPITAL FUNDING, INC",US,Telecommunication Services,0,6.6,10.0,5.7,4.4
QWEST COMMUNICATIONS INTERNATIONAL INC,US,Telecommunication Services,0,6.6,10.0,5.7,4.4
QWEST CORPORATION,US,Telecommunication Services,0,6.6,10.0,5.7,4.4
Qatar Fuel Company QPSC,QA,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,6.3,9.5,3.0
Qatar Islamic Bank (QPSC),QA,Banks,1,1.7,1.7,4.9,0.0
Qatar Navigation QPSC,QA,Marine Transport,1,1.6,5.2,3.4,2.9
Qiagen NV,NL,Health Care Equipment & Supplies,0,6.3,10.0,6.0,5.8
Qingdao Rural Commercial Bank Corporation,CN,Banks,1,1.7,1.9,2.5,4.8
Quantum-Si Inc,US,Health Care Equipment & Supplies,1,1.6,6.7,5.1,2.7
Quinstreet Inc,US,Interactive Media & Services,1,2.4,6.2,1.9,5.6
RABOBANK CAPITAL FUNDING TRUST III,US,Banks,0,5.8,4.4,3.9,7.3
RABOBANK CAPITAL FUNDING TRUST V,US,Banks,0,5.8,4.4,3.9,7.3
RABOBANK LONDON,GB,Banks,0,5.8,4.4,3.9,7.3
"RACKSPACE TECHNOLOGY GLOBAL, INC",US,Software & Services,0,6.2,4.8,4.9,5.3
RADIANCE HOLDINGS (GROUP) COMPANY LIMITED,CN,Real Estate Development & Diversified Activities,1,1.5,2.9,0.7,3.7
RADIMAX GROUP SDN BHD,MY,Banks,0,6.7,6.5,3.8,3.5
"RADNET MANAGEMENT, INC",US,Health Care Providers & Services,0,7.0,5.9,6.5,5.2
"RADNET, INC",US,Health Care Providers & Services,0,7.0,5.9,6.5,5.2
RAI WAY SPA,IT,Media & Entertainment,0,7.1,10.0,8.0,3.2
RAIFFEISENLANDESBANK NIEDEROESTERREICH-WIEN AG,AT,Banks,1,2.4,3.4,3.7,3.0
RAIN CARBON INC,US,Commodity Chemicals,1,2.7,2.7,0.0,4.9
RAIN CII CARBON LLC,US,Commodity Chemicals,1,2.7,2.7,0.0,4.9
RAIN INDUSTRIES LIMITED,IN,Commodity Chemicals,1,2.7,2.7,0.0,4.9
RAMPER INVESTMENTS (JERSEY) LIMITED,JE,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
RANGE RESOURCES CORPORATION,US,Oil & Gas Exploration & Production,0,6.5,3.6,4.8,6.9
"RAPID7, INC",US,Software & Services,0,6.7,7.0,4.9,5.1
RATCH GROUP PUBLIC COMPANY LIMITED,TH,Utilities,1,1.9,4.0,4.5,3.1
RATTLER MIDSTREAM LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,1.6,1.5,4.8,3.8
RATTLER MIDSTREAM OPERATING LLC,US,Oil & Gas Exploration & Production,1,2.8,2.3,4.4,5.0
RCS Trust,SG,Real Estate Management & Services,0,7.1,7.7,6.5,6.1
RE1 LIMITED,AU,Real Estate Management & Services,0,6.6,6.6,2.2,8.0
REA GROUP LTD,AU,Interactive Media & Services,0,6.2,8.8,3.3,5.7
"REALIZE CREDITO, FINANCIAMENTO E INVESTIMENTO SA",BR,Retail - Consumer Discretionary,0,7.1,6.7,5.3,5.4
REALOGY GROUP LLC,US,Real Estate Development & Diversified Activities,0,5.8,4.9,6.5,6.1
REALOGY HOLDINGS CORP,US,Real Estate Management & Services,0,5.8,4.9,6.5,6.1
REASSURE GROUP PLC,GB,Life & Health Insurance,0,7.0,5.6,3.9,7.3
REC LIMITED,IN,Diversified Financials,1,1.9,0.8,6.4,3.3
REC SILICON ASA,NO,Semiconductors & Semiconductor Equipment,1,2.4,4.8,2.3,5.4
RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,IT,Pharmaceuticals,0,6.9,3.1,4.7,5.6
"RED ROCK RESORTS, INC",US,Casinos & Gaming,1,1.6,3.4,2.9,4.0
REDEVANCES AURIFERES OSISKO LTEE,CA,Metals and Mining - Precious Metals,0,6.7,5.8,5.0,5.1
REDFIN CORPORATION,US,Real Estate Management & Services,1,1.6,1.9,4.7,5.2
REDSUN PROPERTIES GROUP LIMITED,CN,Real Estate Development & Diversified Activities,1,2.4,3.1,0.7,3.7
REECE LIMITED,AU,Trading Companies & Distributors,0,6.3,3.5,7.0,5.7
REGAL LIMITED,KY,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
REGIE AUTONOME DES TRANSPORTS PARISIENS EPIC,FR,Road & Rail Transport,0,6.9,7.3,3.8,4.1
"REKOR SYSTEMS, INC",US,Software & Services,0,6.9,5.3,4.2,4.7
RELIANCE FINANCIAL CORPORATION,US,Software & Services,0,7.1,8.7,5.4,4.9
RELIANCE STANDARD LIFE GLOBAL FUNDING II,US,Life & Health Insurance,0,7.0,5.2,4.9,5.6
RELIANCE STEEL & ALUMINUM CO,US,Steel,0,7.1,4.2,3.6,6.8
"REMAX HOLDINGS, INC",US,Real Estate Management & Services,1,2.6,3.6,4.9,2.8
"REMAX, LLC",US,Real Estate Management & Services,1,2.6,3.6,4.9,2.8
REMGRO LIMITED,ZA,Diversified Financials,0,6.2,9.8,4.2,4.7
RENEW AKSHAY URJA LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW CLEAN ENERGY PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW MEGA SOLAR POWER PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW POWER PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW SOLAR ENERGY (JHARKHAND THREE) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW SOLAR ENERGY (KARNATAKA) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW SOLAR ENERGY (TELANGANA) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW SOLAR ENERGY (TN) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW SOLAR POWER PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (AP 3) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (AP) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (JATH) LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (KARNATAKA) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (MAHARASHTRA) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (MP THREE) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (MP TWO) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (RAJASTHAN FOUR) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (RAJKOT) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (SHIVPUR) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY (WELTURI) PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
RENEW WIND ENERGY DELHI PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
"RENEWABLE ENERGY GROUP, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,4.8,6.7,5.7
RENISHAW P L C,GB,"Electronic Equipment, Instruments & Components",0,6.1,4.4,5.0,4.7
"RENOVA, Inc",JP,Utilities,0,6.7,10.0,3.2,4.4
"RENT-A-CENTER, INC",US,Retail - Consumer Discretionary,0,6.8,5.0,4.7,5.7
REPLY SPA,IT,Software & Services,0,6.2,6.2,3.0,7.0
REPSOL OIL & GAS CANADA INC,CA,Integrated Oil & Gas,0,6.9,5.7,7.5,4.7
"REPUBLIC SERVICES, INC",US,Commercial Services & Supplies,0,6.5,5.6,5.4,6.3
RESIDENTIAL SECURE INCOME PLC,GB,Real Estate Management & Services,1,1.8,5.5,0.3,6.2
RESIDEO FUNDING INC,US,Building Products,0,6.8,5.5,6.2,5.9
"RESIDEO TECHNOLOGIES, INC",US,Building Products,0,6.8,5.5,6.2,5.9
RESILIENT REIT LIMITED,ZA,Real Estate Management & Services,1,1.8,3.6,1.5,6.1
RESOLUTE MINING LIMITED,AU,Metals and Mining - Precious Metals,0,6.8,3.6,5.0,6.9
RESOLUTION LIFE AUSTRALASIA LIMITED,AU,Asset Management & Custody Banks,0,6.1,10.0,5.5,5.1
"RESORTTRUST,INC",JP,Hotels & Travel,0,6.3,4.8,7.5,3.8
RETAIL ESTATES NV,BE,Real Estate Management & Services,1,1.6,4.6,0.9,5.4
RETAIL OPPORTUNITY INVESTMENTS CORP,US,Real Estate Management & Services,1,2.4,4.0,3.3,5.0
"RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP",US,Real Estate Management & Services,1,2.4,4.0,3.3,5.0
"RETAIL PROPERTIES OF AMERICA, INC",US,Real Estate Management & Services,1,2.4,3.9,2.3,4.3
"REVANCE THERAPEUTICS, INC",US,Pharmaceuticals,0,6.9,5.3,5.2,4.6
REX AMERICAN RESOURCES CORPORATION,US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,1.9,2.0,4.0,4.9
RF Alts Finance I Ltd,KY,Banks,0,7.1,6.5,4.1,6.0
RGS (AEGCO) FUNDING CORPORATION,US,Utilities,0,7.1,7.0,7.1,6.2
RH INTERNATIONAL (SINGAPORE) CORPORATION PTE LTD,SG,Utilities,1,1.9,4.0,4.5,3.1
"RIBBON COMMUNICATIONS OPERATING COMPANY, INC",US,Software & Services,0,6.4,4.9,5.4,5.5
"RICOH LEASING COMPANY,LTD",JP,Diversified Financials,0,6.2,10.0,4.8,4.5
RIDLEY CORPORATION LIMITED,AU,Food Products,0,7.0,3.2,4.2,6.7
"RIKEN KEIKI CO,LTD",JP,"Electronic Equipment, Instruments & Components",1,2.6,2.3,4.7,1.9
"RIKEN VITAMIN CO,LTD",JP,Food Products,1,2.2,3.2,5.9,1.6
"RINGCENTRAL, INC",US,Software & Services,0,7.1,5.9,6.0,5.2
RIO TINTO ALCAN INC,CA,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.7
RIO TINTO FINANCE (USA) LIMITED,AU,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.8
RIO TINTO FINANCE (USA) PLC,GB,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.7
RIO TINTO FINANCE PLC,GB,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.7
RIO TINTO LIMITED,AU,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.8
RIO TINTO PLC,GB,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.7
RISLAND (THAILAND) COMPANY LIMITED,TH,Real Estate Development & Diversified Activities,1,2.2,6.3,0.5,3.0
RISO KAGAKU CORPORATION,JP,"Technology Hardware, Storage & Peripherals",1,2.7,2.1,3.8,4.5
RLI CORP,US,Property & Casualty Insurance,1,2.4,0.7,3.1,6.0
RLJ LODGING TRUST,US,Real Estate Management & Services,1,1.6,5.0,2.0,4.3
"RLJ LODGING TRUST, LP",US,Real Estate Management & Services,1,1.6,5.0,2.0,4.3
RM PLC,GB,Software & Services,0,7.1,4.4,5.0,6.6
"ROBINHOOD MARKETS, INC",US,Investment Banking & Brokerage,0,7.1,8.7,5.2,4.1
"ROBINHOOD SECURITIES, LLC",US,Investment Banking & Brokerage,0,7.1,8.7,5.2,4.1
ROBINSONS LAND CORPORATION,PH,Real Estate Development & Diversified Activities,1,2.7,4.3,4.3,2.0
ROBYG SPOLKA AKCYJNA,PL,Investment Banking & Brokerage,0,7.13,10.0,6.2,3.1
"ROCHE HOLDINGS, INC",US,Pharmaceuticals,0,6.9,6.5,4.6,6.1
"ROCKEFELLER GROUP INTERNATIONAL, INC",US,Real Estate Development & Diversified Activities,0,5.8,6.1,7.8,5.1
ROCKIES EXPRESS PIPELINE LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,2.8,3.6,3.3,4.5
"ROCKWELL AUTOMATION, INC",US,Electrical Equipment,0,6.7,6.6,6.1,4.5
ROCKWOOL INTERNATIONAL AS,DK,Building Products,0,7.1,5.6,6.1,5.5
ROGERS SUGAR INC,CA,Food Products,0,5.9,1.0,5.8,7.2
ROHM COMPANY LIMITED,JP,Semiconductors & Semiconductor Equipment,0,6.4,6.5,5.8,4.7
"ROLLINS, INC",US,Commercial Services & Supplies,0,6.3,4.7,5.9,4.6
"RONDO INTERMEDIATE HOLDINGS, LLC",US,Pharmaceuticals,1,1.8,4.1,2.6,3.4
"ROPER TECHNOLOGIES, INC",US,Industrial Conglomerates,0,7.0,4.8,4.2,5.3
ROS AGRO PLC,CY,Food Products,1,2.85,3.7,3.1,2.9
ROSEKSIMBANK AO,RU,Supranationals & Development Banks,1,1.8,0.3,6.0,4.2
"ROVER GROUP, INC",US,Diversified Consumer Services,0,6.9,6.3,4.8,5.1
ROYALTY PHARMA PLC,US,Pharmaceuticals,1,2.1,2.3,2.0,5.1
RPT REALTY,US,Real Estate Management & Services,1,2.4,5.6,1.8,5.1
"RPT REALTY, LP",US,Real Estate Management & Services,1,2.4,5.6,1.8,5.1
"RS Technologies Co, Ltd",JP,Semiconductors & Semiconductor Equipment,1,1.8,5.5,3.2,4.0
"RUBY PIPELINE, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
RUMO LOGISTICA OPERADORA MULTIMODAL S A,BR,Road & Rail Transport,0,6.7,7.6,4.6,3.0
RUMO SA,BR,Road & Rail Transport,0,6.7,7.6,4.6,3.0
RUSAL BRATSK PAO,RU,Metals and Mining - Non-Precious Metals,1,2.85,2.8,3.9,1.9
RUSAL CAPITAL DESIGNATED ACTIVITY COMPANY,IE,Metals and Mining - Non-Precious Metals,1,2.85,2.8,3.9,1.9
RUTA DEL LOA SOCIEDAD CONCESIONARIA SA,CL,Utilities,0,5.8,7.4,7.4,2.7
RUWAIS POWER COMPANY PJSC,AE,Utilities,1,2.8,5.3,3.9,1.7
RWE Aktiengesellschaft,DE,Utilities,0,6.5,5.7,5.7,6.6
RWS HOLDINGS PLC,GB,Professional Services,0,6.2,6.7,5.2,7.7
RYANAIR DESIGNATED ACTIVITY COMPANY,IE,Airlines,1,2.8,6.0,4.0,5.3
RYANAIR HOLDINGS PUBLIC LIMITED COMPANY,IE,Airlines,1,2.8,6.0,4.0,5.3
RYERSON HOLDING CORPORATION,US,Steel,0,6.8,4.4,4.6,5.3
RZD CAPITAL PUBLIC LIMITED COMPANY,IE,Road & Rail Transport,1,2.1,5.2,3.7,0.0
Rabobank International Holding BV,NL,Banks,0,5.8,4.4,3.9,7.3
"Rackspace Technology, Inc",US,Software & Services,0,6.2,4.8,4.9,5.3
Randon SA Implementos e Participacoes,BR,Construction & Farm Machinery & Heavy Trucks,1,2.6,3.3,4.1,3.6
Ratchthani Leasing Public Company Limited,TH,Consumer Finance,1,2.1,8.3,2.9,2.5
Raytron Technology Co Ltd,CN,"Electronic Equipment, Instruments & Components",1,1.6,2.1,3.3,4.0
"Recruit Holdings Co,Ltd",JP,Professional Services,0,6.9,10.0,6.9,6.2
Regal Rexnord Corporation,US,Electrical Equipment,0,6.3,4.2,6.0,6.0
Regional REIT Limited,GG,Real Estate Management & Services,1,2.4,3.5,0.4,7.0
Reinet Investments SCA,LU,Asset Management & Custody Banks,1,1.5,6.7,2.8,4.5
Relay Therapeutics Inc,US,Biotechnology,1,2.4,5.1,3.9,3.1
Renalytix PLC,GB,Health Care Equipment & Supplies,1,2.1,6.7,3.2,6.3
"Rengo Co, Ltd",JP,Containers & Packaging,0,6.5,5.6,7.3,4.4
Repsol Europe Finance SARL,LU,Integrated Oil & Gas,0,6.9,5.7,7.5,4.7
Repsol International Finance BV,NL,Integrated Oil & Gas,0,6.9,5.7,7.5,4.7
Repsol SA,ES,Integrated Oil & Gas,0,6.9,5.7,7.5,4.7
Revenio Group Oyj,FI,Health Care Equipment & Supplies,0,6.8,6.6,5.5,6.0
Rhythm Pharmaceuticals Inc,US,Biotechnology,0,6.9,7.1,4.6,6.0
Richelieu Hardware Ltd,CA,Trading Companies & Distributors,0,6.3,3.3,6.4,6.3
Rieter Holding AG,CH,Industrial Machinery,0,6.3,5.3,4.6,5.6
Riyad Bank SJSC,SA,Banks,1,2.7,1.1,4.0,2.9
Roche Finance Europe BV,NL,Pharmaceuticals,0,6.9,6.5,4.6,6.1
Roche Holding AG,CH,Pharmaceuticals,0,6.9,6.5,4.6,6.1
Roche Kapitalmarkt AG,CH,Pharmaceuticals,0,6.9,6.5,4.6,6.1
Rockley Photonics Holdings Ltd,KY,Semiconductors & Semiconductor Equipment,1,1.5,3.2,2.4,5.0
Rodovias Integradas do Oeste SA,BR,Transportation Infrastructure,0,5.9,8.4,5.7,3.9
Rogers Communications Inc,CA,Telecommunication Services,0,6.6,10.0,7.4,2.7
Rorze Corp,JP,Semiconductors & Semiconductor Equipment,1,1.8,4.0,6.7,2.2
Royal Capital BV,NL,Transportation Infrastructure,1,2.6,6.8,3.3,2.4
Rumo Luxembourg Sa rl,LU,Road & Rail Transport,0,6.7,7.6,4.6,3.0
Rumo Malha Paulista SA,BR,Road & Rail Transport,0,6.7,7.6,4.6,3.0
Rush Street Interactive Inc,US,Casinos & Gaming,1,2.3,4.8,3.8,4.1
Ruta del Bosque Sociedad Concesionaria SA,CL,Utilities,0,5.8,7.4,7.4,2.7
Ruta del Maipo Sociedad Concesionaria SA,CL,Utilities,0,5.8,7.4,7.4,2.7
"Ryosan Company, Limited",JP,"Electronic Equipment, Instruments & Components",1,1.9,2.9,3.4,3.7
"S C JOHNSON & SON, INC",US,Household & Personal Products,0,6.4,6.5,6.1,2.1
S Foods Inc,JP,Food Products,1,1.9,1.0,4.9,2.9
S IMMO AG,AT,Real Estate Management & Services,0,6.8,5.1,7.1,6.3
SA GESTION SECURITE DE STOCKS SECURITE,FR,"Oil & Gas Refining, Marketing, Transportation & Storage",0,5.8,4.8,5.2,5.3
"SABAL TRAIL TRANSMISSION, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,7.0,4.4,6.3,6.9
"SABINE PASS LIQUEFACTION, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.0,3.7,7.0,5.1
SAFARICOM PLC,KE,Telecommunication Services,0,7.1,10.0,8.3,2.0
SAFEHOLD INC,US,Real Estate Management & Services,1,1.8,4.6,2.4,4.7
SAFEHOLD OPERATING PARTNERSHIP LP,US,Real Estate Management & Services,1,1.8,4.6,2.4,4.7
"SAFETY INSURANCE GROUP, INC",US,Property & Casualty Insurance,1,1.7,4.5,2.2,4.3
SAFEWAY INC,US,Retail - Food & Staples,1,2.7,1.9,2.9,6.2
"SAGE THERAPEUTICS, INC",US,Biotechnology,1,1.7,5.1,4.2,3.2
SAGERPAR SA,BE,Diversified Financials,0,6.2,5.0,6.2,4.0
"SAIA, INC",US,Road & Rail Transport,0,6.9,3.9,3.4,6.7
SAIC CAPITAL COMPANY LIMITED,CN,Automobiles,1,2.3,5.5,3.3,1.8
SAIC Motor Corporation Limited,CN,Automobiles,1,2.3,5.5,3.3,1.8
"SAIC Motor Jinkong Management Co, Ltd",CN,Automobiles,1,2.3,5.5,3.3,1.8
"SAIZERIYA CO,LTD",JP,Restaurants,1,1.8,1.6,5.5,2.4
SAKURA FINANCE (CAYMAN) LIMITED,KY,Banks,0,6.2,5.0,4.1,4.7
"SALEM MEDIA GROUP, INC",US,Media & Entertainment,1,2.3,6.7,3.9,2.3
SALLIE MAE BANK,US,Consumer Finance,0,7.14,8.0,4.3,7.2
SALVATORE FERRAGAMO SPA,IT,"Textiles, Apparel & Luxury Goods",0,6.0,5.0,5.5,4.3
SAM CHUN DANG PHARM CO LTD,KR,Pharmaceuticals,1,1.5,1.7,4.4,0.9
SAMBA FUNDING LIMITED,KY,Banks,1,2.4,2.2,3.6,3.4
SAMM - Sociedade de Atividades em Multimidia Ltda,BR,Transportation Infrastructure,0,5.9,8.4,5.7,3.9
"SAMSUNG BIOLOGICS CO,LTD",KR,Health Care Equipment & Supplies,1,2.1,8.4,4.4,2.3
SAMSUNG C&T CORPORATION,KR,Industrial Conglomerates,0,7.0,3.4,5.9,4.5
"SAMSUNG FIRE & MARINE INSURANCE CO, LTD",KR,Property & Casualty Insurance,0,7.0,4.0,5.2,5.5
"SAMSUNG SDI CO, LTD",KR,"Electronic Equipment, Instruments & Components",0,6.5,6.5,4.7,4.3
"SAMSUNG SDS CO,LTD",KR,Software & Services,0,6.4,5.9,5.3,4.4
"SAMSUNG SECURITIES CO,LTD",KR,Investment Banking & Brokerage,0,6.6,6.3,4.1,4.6
"SAMYANG FOODS CO,LTD",KR,Food Products,1,1.6,1.3,6.1,2.5
SAN DIEGO GAS & ELECTRIC COMPANY,US,Utilities,0,7.0,7.1,5.5,5.9
"SAN MATEO MIDSTREAM, LLC",US,Oil & Gas Exploration & Production,1,2.3,1.4,3.8,5.7
"SAN-AI OIL CO,LTD",JP,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.4,7.2,4.5
"SANDERSON FARMS, INC",US,Food Products,1,2.7,1.0,4.4,4.4
SANDFIRE RESOURCES LIMITED,AU,Metals and Mining - Non-Precious Metals,0,7.1,2.6,5.3,7.3
SANKYU INC,JP,Road & Rail Transport,0,6.2,7.8,5.7,4.3
SANOFI INDIA LIMITED,IN,Pharmaceuticals,0,6.2,3.2,5.7,3.6
SANOFI SA,FR,Pharmaceuticals,0,6.2,6.3,4.5,5.5
SANTANDER BANK POLSKA SPOLKA AKCYJNA,PL,Banks,0,5.9,5.6,4.0,5.9
SANTANDER LEASING SPOLKA AKCYJNA,PL,Banks,0,5.9,5.6,4.0,5.9
SANY HEAVY EQUIPMENT INTERNATIONAL HOLDINGS COMPANY LIMITED,CN,Construction & Farm Machinery & Heavy Trucks,1,2.3,4.4,5.2,1.5
"SANY HEAVY INDUSTRY CO, LTD",CN,Construction & Farm Machinery & Heavy Trucks,1,1.8,3.6,4.6,2.3
"SANYO CHEMICAL INDUSTRIES, LTD",JP,Specialty Chemicals,1,2.7,4.6,1.4,1.9
"SANYO DENKI CO, LTD",JP,Electrical Equipment,1,1.9,5.3,5.3,3.8
SAPPORO HOLDINGS LIMITED,JP,Beverages,0,6.5,4.8,6.2,5.1
SAS AB,SE,Airlines,0,7.1,6.1,3.9,6.2
SATS LTD,SG,Transportation Infrastructure,0,5.9,3.8,6.5,3.8
SAUDI ELECTRICITY GLOBAL SUKUK COMPANY,KY,Utilities,1,2.8,5.9,6.5,0.5
SAUDI ELECTRICITY GLOBAL SUKUK COMPANY 2,KY,Utilities,1,2.8,5.9,6.5,0.5
SAUDI ELECTRICITY GLOBAL SUKUK COMPANY 3,KY,Utilities,1,2.8,5.9,6.5,0.5
SAUDI ELECTRICITY GLOBAL SUKUK COMPANY 5,KY,Utilities,1,2.8,5.9,6.5,0.5
"SAUL CENTERS, INC",US,Real Estate Management & Services,1,1.6,4.9,2.7,4.0
SAUL HOLDINGS LIMITED PARTNERSHIP,US,Real Estate Management & Services,1,1.6,4.9,2.7,4.0
"SAWAI GROUP HOLDINGS Co, Ltd",JP,Pharmaceuticals,0,6.2,3.6,5.4,4.2
SB Capital SA,LU,Banks,1,2.85,1.8,5.5,2.9
